init_x,init_y,init_z,init_j1,init_j2,init_j3,init_j4,init_j5,init_j6,tgt_x,tgt_y,tgt_z,tgt_j1,tgt_j2,tgt_j3,tgt_j4,tgt_j5,tgt_j6,contact_flag,contact_x,contact_y,contact_z,contact_j1,contact_j2,contact_j3,contact_j4,contact_j5,contact_j6,contact_orient_x_deg,contact_type,sensor_contact_side,sensor_contact_x,sensor_contact_y,sensor_contact_z,sensor_contact_j1,sensor_contact_j2,sensor_contact_j3,sensor_contact_j4,sensor_contact_j5,sensor_contact_j6
0.333192,0.010875,0.489410,-0.114200,-0.542458,-0.493793,-0.453401,-0.463442,-2.696743,0.558936,0.008659,0.513388,-0.060594,0.225301,-1.349237,-0.414296,-0.364026,-2.711765,1,0.467147,0.009560,0.503638,-0.052295,-0.073507,-0.947669,-0.310875,-0.457649,-2.820098,-12.026506,S,right,0.467147,0.019560,0.503638,-0.007415,-0.075833,-0.940776,-0.209423,-0.452233,-2.906789
0.301699,0.021673,0.450614,0.036069,-0.624876,-0.304583,-0.094083,-0.533034,-3.009749,0.503578,0.045005,0.465751,0.093122,0.095118,-1.021517,0.017567,-0.534346,-3.099635,1,0.366046,0.029110,0.455439,0.073049,-0.358246,-0.512806,-0.019785,-0.589712,-3.070297,-29.304745,L,right,0.366046,0.039110,0.455439,0.135684,-0.354011,-0.516956,0.091989,-0.591527,3.126963
0.330642,0.025976,0.433547,0.069979,-0.452916,-0.366281,-0.023485,-0.641605,-3.068265,0.534438,0.007057,0.436021,-0.032198,0.233998,-1.113243,-0.208582,-0.590781,-2.924452,1,0.441378,0.015696,0.434891,-0.001958,-0.054503,-0.744937,-0.138821,-0.665522,-2.985611,16.344976,L,right,0.441378,0.025696,0.434891,0.038033,-0.054235,-0.744342,-0.074430,-0.663333,-3.031935
0.366564,-0.001839,0.492427,-0.161259,-0.405355,-0.611460,-0.528210,-0.499558,-2.639889,0.562583,-0.002954,0.438181,-0.061884,0.320703,-1.245068,-0.279070,-0.552602,-2.862578,1,0.478289,-0.002475,0.461508,-0.076218,0.021347,-0.924496,-0.295522,-0.576161,-2.853481,34.231939,S,right,0.478289,0.007525,0.461508,-0.039341,0.018676,-0.918749,-0.228195,-0.571650,-2.906374
0.375732,0.019899,0.513897,-0.027383,-0.409846,-0.656838,-0.282564,-0.407833,-2.837455,0.510625,0.013985,0.512067,-0.036236,0.061410,-1.128807,-0.304455,-0.409397,-2.818264,1,0.440545,0.017058,0.513018,-0.026625,-0.175788,-0.866029,-0.265682,-0.431599,-2.855528,-22.940975,S,right,0.440545,0.027058,0.513018,0.027910,-0.177135,-0.860270,-0.135363,-0.426551,-2.968386
0.335048,-0.002319,0.465073,-0.169012,-0.488897,-0.458237,-0.484610,-0.563642,-2.695441,0.496310,0.012528,0.500009,-0.035221,0.026271,-1.048910,-0.274313,-0.452050,-2.850866,1,0.409553,0.004540,0.481214,-0.076721,-0.239877,-0.708105,-0.318298,-0.533542,-2.827047,19.123316,M,right,0.409553,0.014540,0.481214,-0.024385,-0.243088,-0.700871,-0.215955,-0.526218,-2.910113
0.344107,0.014167,0.499253,-0.086350,-0.512755,-0.541601,-0.409819,-0.436921,-2.729602,0.578496,0.004902,0.505474,-0.070488,0.300647,-1.431779,-0.447866,-0.361222,-2.680408,1,0.438922,0.010419,0.501769,-0.052556,-0.167017,-0.842673,-0.304469,-0.468664,-2.827412,-3.531486,S,right,0.438922,0.020419,0.501769,-0.002122,-0.169382,-0.835755,-0.193026,-0.462578,-2.921927
0.355520,-0.007484,0.452858,-0.157379,-0.382960,-0.496425,-0.421085,-0.620563,-2.763379,0.490014,0.051102,0.458017,0.119259,0.065953,-0.961299,0.065131,-0.566228,-3.136608,1,0.401406,0.012504,0.454618,-0.023605,-0.226899,-0.631030,-0.187520,-0.610391,-2.943245,28.968342,S,right,0.401406,0.022504,0.454618,0.026704,-0.227485,-0.628706,-0.100201,-0.606662,-3.009472
0.328840,-0.005857,0.460343,-0.196843,-0.502220,-0.436544,-0.525251,-0.581857,-2.666562,0.489486,0.030553,0.478074,0.042952,0.029752,-0.980455,-0.083680,-0.511376,-3.017061,1,0.428700,0.016776,0.471365,-0.007237,-0.161670,-0.748984,-0.172573,-0.556255,-2.948703,22.655369,S,right,0.428700,0.026776,0.471365,0.039830,-0.161684,-0.747274,-0.083851,-0.553189,-3.019033
0.336700,0.009030,0.449980,-0.064967,-0.463321,-0.416922,-0.266217,-0.595744,-2.880161,0.547205,0.042465,0.526987,0.068320,0.170437,-1.301669,-0.048506,-0.329796,-3.041369,1,0.404040,0.019726,0.474614,0.006093,-0.253143,-0.668916,-0.150419,-0.543299,-2.965157,-15.490717,L,right,0.404040,0.029726,0.474614,0.060463,-0.252497,-0.667971,-0.045691,-0.540644,-3.048954
0.323996,0.022652,0.458303,0.038588,-0.538041,-0.385172,-0.088237,-0.539071,-3.014787,0.577126,0.047468,0.514782,0.079540,0.283614,-1.417454,-0.014178,-0.326871,-3.072594,1,0.492779,0.039199,0.495962,0.074541,0.019184,-1.022119,-0.021540,-0.457833,-3.067253,-0.864142,L,right,0.492779,0.049199,0.495962,0.115162,0.022402,-1.026281,0.069858,-0.457717,3.138425
0.364513,0.000707,0.433431,-0.086696,-0.313574,-0.483796,-0.272040,-0.679929,-2.891012,0.560243,0.028530,0.503446,0.016617,0.233094,-1.318084,-0.181223,-0.381108,-2.924530,1,0.498105,0.019698,0.481219,-0.000100,0.053290,-1.020320,-0.175365,-0.499733,-2.940586,33.771763,M,right,0.498105,0.029698,0.481219,0.037585,0.053381,-1.018746,-0.097086,-0.497174,-3.005280
0.318154,-0.001716,0.452550,-0.174693,-0.537567,-0.383351,-0.475591,-0.589002,-2.710230,0.503619,0.031881,0.525786,0.034653,0.023511,-1.117801,-0.136534,-0.369395,-2.963572,1,0.437572,0.019917,0.499705,-0.003671,-0.171445,-0.827417,-0.194008,-0.468986,-2.921763,-10.631213,L,right,0.437572,0.029917,0.499705,0.047876,-0.171494,-0.824829,-0.080305,-0.465580,-3.017743
0.290779,0.026223,0.453056,0.113501,-0.682367,-0.277479,0.060760,-0.501566,-3.135549,0.577023,-0.007812,0.467900,-0.086720,0.332880,-1.360419,-0.388988,-0.461753,-2.752934,1,0.463266,0.005714,0.462001,-0.047923,-0.030122,-0.863868,-0.241424,-0.579124,-2.896996,6.960510,L,right,0.463266,0.015714,0.462001,-0.008660,-0.031732,-0.859894,-0.170078,-0.575195,-2.952706
0.305570,0.002475,0.435718,-0.136772,-0.562622,-0.306477,-0.381973,-0.623859,-2.795222,0.483014,-0.004855,0.499610,-0.105705,-0.010466,-1.013311,-0.425461,-0.471634,-2.723135,1,0.382375,-0.000698,0.463373,-0.105184,-0.306418,-0.591556,-0.343780,-0.588204,-2.817274,-4.647802,M,right,0.382375,0.009302,0.463373,-0.049611,-0.310833,-0.583427,-0.244533,-0.579178,-2.894545
0.355399,0.032561,0.480613,0.105594,-0.444087,-0.522579,0.044988,-0.494413,-3.122741,0.537776,-0.006844,0.489407,-0.096414,0.180373,-1.217642,-0.417177,-0.456066,-2.727045,1,0.458855,0.010208,0.485602,-0.040283,-0.079704,-0.883028,-0.254920,-0.510984,-2.875863,23.616166,L,right,0.458855,0.020208,0.485602,0.002948,-0.081242,-0.878441,-0.166871,-0.506547,-2.948293
0.352275,0.024139,0.467606,0.041427,-0.436621,-0.488449,-0.083009,-0.537026,-3.018880,0.523781,0.007383,0.501583,-0.055081,0.116748,-1.167527,-0.336880,-0.430345,-2.792879,1,0.421721,0.017354,0.481364,-0.008630,-0.201097,-0.741027,-0.184544,-0.525481,-2.935718,-36.669696,S,right,0.421721,0.027354,0.481364,0.042181,-0.201210,-0.738831,-0.083660,-0.522057,-3.017605
0.365207,0.012420,0.501605,-0.078861,-0.432447,-0.607331,-0.381578,-0.447875,-2.756699,0.534834,-0.017492,0.505293,-0.143820,0.163521,-1.256699,-0.573819,-0.426528,-2.579319,1,0.453686,-0.003182,0.503529,-0.112212,-0.112592,-0.912905,-0.440141,-0.472404,-2.710452,10.202331,L,right,0.453686,0.006818,0.503529,-0.067320,-0.117544,-0.901408,-0.341733,-0.463858,-2.794439
0.288407,0.024084,0.473904,0.073484,-0.733298,-0.311636,-0.026179,-0.415755,-3.062744,0.574561,0.041836,0.480591,0.062896,0.304845,-1.346451,-0.051803,-0.419549,-3.040549,1,0.446619,0.033899,0.477601,0.067300,-0.109708,-0.820752,-0.033048,-0.530445,-3.058869,44.882594,M,right,0.446619,0.043899,0.477601,0.111929,-0.106664,-0.824156,0.054646,-0.530471,-3.129580
0.299088,0.001092,0.442519,-0.175082,-0.604896,-0.306883,-0.470061,-0.597279,-2.717186,0.543092,0.020774,0.480018,-0.000081,0.200471,-1.204368,-0.188073,-0.463469,-2.926237,1,0.390242,0.008445,0.456528,-0.047708,-0.269416,-0.598448,-0.231934,-0.604484,-2.908265,-19.640974,S,right,0.390242,0.018445,0.456528,0.005726,-0.271082,-0.594466,-0.138433,-0.599264,-2.979674
0.343664,0.012024,0.497156,-0.102381,-0.510381,-0.539096,-0.440316,-0.447104,-2.704672,0.549256,0.043673,0.498263,0.074657,0.202801,-1.259368,-0.023917,-0.404213,-3.064572,1,0.457826,0.029598,0.497771,0.042023,-0.100352,-0.893450,-0.092757,-0.468516,-3.007371,-13.947481,M,right,0.457826,0.039598,0.497771,0.088761,-0.098373,-0.894889,0.010235,-0.467439,-3.094137
0.309689,0.004443,0.459287,-0.155454,-0.592388,-0.368313,-0.470990,-0.546513,-2.702226,0.509331,0.021802,0.460770,0.011304,0.117170,-1.035190,-0.139535,-0.546697,-2.974189,1,0.402074,0.012476,0.459973,-0.025906,-0.234340,-0.641427,-0.196472,-0.593216,-2.934195,-15.467084,L,right,0.402074,0.022476,0.459973,0.025235,-0.235059,-0.638775,-0.105445,-0.589227,-3.004282
0.364284,0.009720,0.476981,-0.067151,-0.401944,-0.551662,-0.303010,-0.525808,-2.838312,0.551624,-0.012456,0.479997,-0.107731,0.238080,-1.267473,-0.434229,-0.467251,-2.714481,1,0.423570,0.002702,0.477935,-0.077861,-0.185700,-0.750529,-0.314325,-0.544999,-2.832460,-31.925478,L,right,0.423570,0.012702,0.477935,-0.029890,-0.188807,-0.743694,-0.222338,-0.538367,-2.906488
0.360845,0.006313,0.465085,-0.080343,-0.393966,-0.520943,-0.308338,-0.565897,-2.841266,0.483822,0.046991,0.467371,0.107433,0.030640,-0.947806,0.044782,-0.543930,-3.121256,1,0.404939,0.020898,0.465905,0.015220,-0.235446,-0.657702,-0.126950,-0.570939,-2.986178,9.204737,S,right,0.404939,0.030898,0.465905,0.067239,-0.234378,-0.657612,-0.031149,-0.568895,-3.061139
0.344667,0.020232,0.507917,-0.040511,-0.524095,-0.554111,-0.322613,-0.400274,-2.800735,0.575925,0.011812,0.489381,-0.036875,0.301624,-1.376213,-0.311073,-0.402714,-2.811395,1,0.454540,0.016232,0.499110,-0.020693,-0.112413,-0.888269,-0.231549,-0.470231,-2.889998,-14.057420,L,right,0.454540,0.026232,0.499110,0.026416,-0.113261,-0.884336,-0.127867,-0.466184,-2.977566
0.283116,0.011036,0.450700,-0.140611,-0.707551,-0.272025,-0.458444,-0.524099,-2.707059,0.518063,-0.000231,0.444152,-0.057506,0.172190,-1.057252,-0.255051,-0.589606,-2.887902,1,0.368714,0.006931,0.448315,-0.059037,-0.332380,-0.515943,-0.244602,-0.625494,-2.901834,-12.797097,S,right,0.368714,0.016931,0.448315,-0.000425,-0.334564,-0.511388,-0.145088,-0.619318,-2.976483
0.346587,0.006903,0.439495,-0.064239,-0.399408,-0.431377,-0.247377,-0.643446,-2.902708,0.552289,0.025763,0.530444,-0.006693,0.185771,-1.339254,-0.291190,-0.319343,-2.818375,1,0.472115,0.018412,0.494996,-0.008752,-0.049026,-0.944018,-0.202703,-0.475530,-2.915106,17.555705,L,right,0.472115,0.028412,0.494996,0.034479,-0.049327,-0.941311,-0.108616,-0.472297,-2.994215
0.330406,0.009427,0.480723,-0.113615,-0.541908,-0.465731,-0.428584,-0.489035,-2.724338,0.547332,0.030986,0.485317,0.032452,0.208287,-1.229097,-0.120153,-0.442519,-2.982568,1,0.424958,0.018824,0.482725,-0.001725,-0.192025,-0.753911,-0.172121,-0.520739,-2.945377,-41.189449,M,right,0.424958,0.028824,0.482725,0.048658,-0.191844,-0.752192,-0.071267,-0.517669,-3.027490
0.316967,0.001842,0.437596,-0.126252,-0.515769,-0.343022,-0.359703,-0.630569,-2.814280,0.573462,0.041408,0.464106,0.062969,0.319787,-1.317962,-0.047088,-0.462926,-3.045720,1,0.453671,0.022929,0.451725,0.022872,-0.045951,-0.809474,-0.106741,-0.607723,-3.004571,-18.168994,L,right,0.453671,0.032929,0.451725,0.062857,-0.044797,-0.810078,-0.037101,-0.606105,-3.057373
0.326489,0.020793,0.450667,0.024950,-0.511371,-0.379984,-0.108816,-0.571830,-3.000467,0.521007,-0.007250,0.452231,-0.082174,0.171474,-1.084385,-0.310667,-0.568245,-2.839831,1,0.390246,0.011601,0.451180,-0.028512,-0.259959,-0.588704,-0.193401,-0.620189,-2.939999,20.106855,L,right,0.390246,0.021601,0.451180,0.024152,-0.260731,-0.586133,-0.103255,-0.616135,-3.007798
0.328247,0.030383,0.464221,0.110495,-0.528655,-0.409746,0.052508,-0.522838,-3.128094,0.534035,0.016837,0.499849,-0.020028,0.149986,-1.200584,-0.255216,-0.421645,-2.863390,1,0.444820,0.022709,0.484404,0.015501,-0.126749,-0.825205,-0.139387,-0.512623,-2.971469,-26.659713,L,right,0.444820,0.032709,0.484404,0.061858,-0.125881,-0.824765,-0.045298,-0.510446,-3.048451
0.366956,0.017220,0.518172,-0.067975,-0.444871,-0.648875,-0.402704,-0.394357,-2.727789,0.562989,0.030531,0.480453,0.028915,0.265182,-1.291928,-0.129935,-0.437005,-2.973794,1,0.497374,0.026075,0.493078,0.021234,0.036074,-1.034975,-0.139605,-0.465472,-2.967575,22.784222,M,right,0.497374,0.036075,0.493078,0.060860,0.037001,-1.034710,-0.051729,-0.463478,-3.041812
0.365570,0.031407,0.517273,0.091166,-0.453579,-0.625375,0.018796,-0.381787,-3.102176,0.511491,0.031270,0.487485,0.039921,0.089056,-1.081641,-0.097135,-0.469894,-3.003751,1,0.463530,0.031315,0.497276,0.048737,-0.080446,-0.913332,-0.078010,-0.468060,-3.019788,8.607368,S,right,0.463530,0.041315,0.497276,0.094258,-0.078200,-0.915334,0.022370,-0.467242,-3.104364
0.366548,0.018389,0.486072,-0.012561,-0.410081,-0.569345,-0.205480,-0.489509,-2.914347,0.484602,0.029109,0.459355,0.040853,0.041191,-0.935527,-0.080035,-0.567695,-3.022789,1,0.408827,0.022228,0.476504,0.018640,-0.239211,-0.687533,-0.127410,-0.537272,-2.983166,44.732373,L,right,0.408827,0.032228,0.476504,0.072121,-0.238016,-0.687480,-0.023381,-0.535298,-3.066732
0.378653,-0.001952,0.463140,-0.114472,-0.318898,-0.580632,-0.360582,-0.589248,-2.804031,0.515269,0.044310,0.482770,0.087247,0.109516,-1.092069,0.006753,-0.478138,-3.091163,1,0.452280,0.022980,0.473719,0.018822,-0.086214,-0.835117,-0.125917,-0.542624,-2.984777,13.519105,S,right,0.452280,0.032980,0.473719,0.061908,-0.085218,-0.835145,-0.042896,-0.540698,-3.051192
0.284107,0.018584,0.453018,-0.027677,-0.716198,-0.262434,-0.236463,-0.493031,-2.888785,0.490322,-0.013296,0.451566,-0.107456,0.078644,-0.964483,-0.341636,-0.600227,-2.821585,1,0.402209,0.000326,0.452186,-0.081804,-0.216071,-0.636740,-0.284109,-0.625631,-2.871644,-21.993503,L,right,0.402209,0.010326,0.452186,-0.033264,-0.219092,-0.631049,-0.201847,-0.619440,-2.933482
0.307348,0.014922,0.467886,-0.071766,-0.627479,-0.364462,-0.333657,-0.490588,-2.806216,0.500089,0.040230,0.450781,0.077458,0.105400,-0.987209,-0.012103,-0.578903,-3.076121,1,0.381853,0.024705,0.461274,0.040353,-0.310623,-0.573037,-0.079630,-0.578368,-3.023645,29.613443,L,right,0.381853,0.034705,0.461274,0.098714,-0.308197,-0.574780,0.026554,-0.577855,-3.106141
0.366262,0.036595,0.454383,0.119696,-0.352432,-0.514580,0.063151,-0.594525,-3.133908,0.568575,0.008933,0.475542,-0.039093,0.291100,-1.318561,-0.285661,-0.448330,-2.840498,1,0.442246,0.026206,0.462330,0.036324,-0.101321,-0.782095,-0.086906,-0.578869,-3.018011,-23.581216,L,right,0.442246,0.036206,0.462330,0.079452,-0.099580,-0.783432,-0.008496,-0.577685,-3.078914
0.330460,-0.008206,0.456847,-0.203860,-0.487190,-0.436073,-0.525108,-0.598090,-2.671782,0.575692,-0.010000,0.472597,-0.095487,0.324594,-1.364720,-0.417582,-0.453130,-2.726069,1,0.448714,-0.009071,0.464442,-0.111086,-0.076033,-0.825014,-0.355550,-0.586899,-2.807548,38.716374,S,right,0.448714,0.000929,0.464442,-0.070693,-0.080124,-0.817179,-0.283177,-0.580531,-2.864118
0.373767,0.005857,0.436956,-0.056490,-0.289032,-0.516016,-0.227057,-0.667136,-2.921645,0.512554,-0.007627,0.502480,-0.111378,0.085466,-1.139612,-0.463706,-0.446314,-2.683693,1,0.446595,-0.001219,0.471340,-0.083645,-0.096835,-0.822364,-0.316368,-0.562623,-2.834141,-10.108994,L,right,0.446595,0.008781,0.471340,-0.041406,-0.099971,-0.815744,-0.237674,-0.556805,-2.896662
0.318862,0.017917,0.466901,-0.019381,-0.576205,-0.389087,-0.214056,-0.504506,-2.908968,0.530797,-0.004783,0.476209,-0.083120,0.170771,-1.160737,-0.355271,-0.495653,-2.788750,1,0.417339,0.007369,0.471226,-0.053513,-0.198648,-0.714098,-0.258746,-0.562037,-2.880531,-16.903793,S,right,0.417339,0.017369,0.471226,-0.004636,-0.200645,-0.709241,-0.167514,-0.556665,-2.952779
0.313792,-0.011627,0.435520,-0.226057,-0.510107,-0.349239,-0.516014,-0.662123,-2.700316,0.533189,-0.000902,0.440636,-0.057629,0.224643,-1.116827,-0.257988,-0.582741,-2.884470,1,0.439975,-0.005459,0.438463,-0.087282,-0.061592,-0.752728,-0.278754,-0.663733,-2.882954,-41.324796,S,right,0.439975,0.004541,0.438463,-0.047592,-0.064495,-0.747408,-0.214798,-0.659037,-2.929395
0.325822,0.005921,0.472274,-0.135442,-0.545703,-0.438610,-0.452439,-0.518011,-2.710655,0.525102,0.037525,0.456423,0.062013,0.174612,-1.094695,-0.042672,-0.540969,-3.051381,1,0.443744,0.024622,0.462894,0.029182,-0.097400,-0.788311,-0.100191,-0.577100,-3.007558,-13.080998,S,right,0.443744,0.034622,0.462894,0.072136,-0.095951,-0.789185,-0.021881,-0.575647,-3.068486
0.370374,0.021997,0.465781,0.024237,-0.362357,-0.543156,-0.112603,-0.557821,-2.996510,0.518208,-0.013417,0.455013,-0.103288,0.161105,-1.081580,-0.352236,-0.566542,-2.805791,1,0.428118,0.008164,0.461575,-0.042795,-0.146197,-0.735387,-0.227985,-0.590266,-2.909226,28.630163,S,right,0.428118,0.018164,0.461575,0.002300,-0.147625,-0.731735,-0.147414,-0.585966,-2.971505
0.331251,0.021174,0.458737,0.023866,-0.507345,-0.408456,-0.115198,-0.547632,-2.993729,0.578962,0.021709,0.441068,0.006898,0.365508,-1.315316,-0.156086,-0.515776,-2.958038,1,0.432084,0.021392,0.451545,0.018802,-0.116617,-0.731319,-0.112594,-0.615501,-3.000700,24.723233,L,right,0.432084,0.031392,0.451545,0.062243,-0.115537,-0.731688,-0.037755,-0.613764,-3.057069
0.337579,0.020741,0.515391,-0.071829,-0.558033,-0.560099,-0.436829,-0.373441,-2.692855,0.490523,0.024719,0.466966,0.022635,0.048333,-0.968740,-0.118432,-0.543171,-2.990822,1,0.412127,0.022680,0.491788,0.015302,-0.250128,-0.724897,-0.145780,-0.489809,-2.964310,-42.185047,S,right,0.412127,0.032680,0.491788,0.072301,-0.249123,-0.724201,-0.025080,-0.487480,-3.064664
0.373236,-0.011824,0.444402,-0.155164,-0.297342,-0.540281,-0.395271,-0.658233,-2.793736,0.566187,0.003498,0.486839,-0.061214,0.273339,-1.331679,-0.356549,-0.425046,-2.774595,1,0.460820,-0.004869,0.463665,-0.090230,-0.037270,-0.864198,-0.319470,-0.581090,-2.835262,-0.951309,L,right,0.460820,0.005131,0.463665,-0.051185,-0.040516,-0.857596,-0.248789,-0.575744,-2.890641
0.316516,0.024645,0.474616,0.055589,-0.601063,-0.393125,-0.062985,-0.467247,-3.032427,0.499414,0.028930,0.448247,0.038920,0.105423,-0.979598,-0.081056,-0.587911,-3.023033,1,0.371831,0.025941,0.466641,0.049204,-0.358028,-0.548896,-0.065925,-0.554663,-3.033320,38.922485,L,right,0.371831,0.035941,0.466641,0.113555,-0.354961,-0.551396,0.055540,-0.554966,-3.129470
0.351527,-0.013884,0.436875,-0.181793,-0.360465,-0.462394,-0.428546,-0.679626,-2.774248,0.497158,0.040622,0.459379,0.079522,0.082996,-0.986372,-0.008641,-0.557322,-3.078690,1,0.432847,0.016552,0.449441,-0.001625,-0.110150,-0.731983,-0.146349,-0.623227,-2.975913,40.558399,S,right,0.432847,0.026552,0.449441,0.041342,-0.109874,-0.731172,-0.073133,-0.620801,-3.030733
0.346373,0.013302,0.498546,-0.089390,-0.502387,-0.547135,-0.412363,-0.442407,-2.728458,0.537515,0.034226,0.458061,0.048628,0.210925,-1.148516,-0.070530,-0.524099,-3.028360,1,0.474655,0.027345,0.471375,0.034170,-0.009123,-0.914066,-0.096760,-0.539419,-3.007963,9.090050,L,right,0.474655,0.037345,0.471375,0.073580,-0.007590,-0.915167,-0.020444,-0.538010,-3.069125
0.368627,-0.006953,0.465016,-0.153110,-0.355477,-0.559441,-0.435420,-0.586854,-2.742731,0.526277,-0.011826,0.505127,-0.125894,0.131227,-1.209611,-0.518992,-0.430932,-2.630394,1,0.438454,-0.009111,0.482782,-0.127842,-0.135986,-0.822483,-0.419706,-0.538790,-2.743583,-5.137734,L,right,0.438454,0.000889,0.482782,-0.084061,-0.141139,-0.812253,-0.335128,-0.530334,-2.812476
0.287063,0.016288,0.458455,-0.077242,-0.708477,-0.288597,-0.348008,-0.487270,-2.793347,0.503170,-0.001261,0.464488,-0.069268,0.095960,-1.025158,-0.294943,-0.549637,-2.849157,1,0.388800,0.008026,0.461295,-0.053120,-0.283205,-0.601687,-0.247293,-0.588928,-2.893890,20.850551,M,right,0.388800,0.018026,0.461295,0.001713,-0.285172,-0.597097,-0.149114,-0.583156,-2.969915
0.343695,0.018215,0.467538,-0.005543,-0.471202,-0.463753,-0.176321,-0.532087,-2.943125,0.571519,0.030488,0.468506,0.029362,0.306848,-1.313986,-0.123735,-0.456407,-2.980408,1,0.498064,0.026531,0.468194,0.028021,0.070773,-0.999829,-0.109687,-0.534089,-2.997226,-31.000878,S,right,0.498064,0.036531,0.468194,0.064302,0.071999,-1.000535,-0.038806,-0.532453,-3.054272
0.342052,0.010163,0.462913,-0.065617,-0.466766,-0.456343,-0.285379,-0.554636,-2.857808,0.556350,-0.007072,0.525465,-0.129523,0.220586,-1.403258,-0.670182,-0.346116,-2.468901,1,0.429532,0.003127,0.488447,-0.080941,-0.179943,-0.790370,-0.338871,-0.513519,-2.806096,29.398387,M,right,0.429532,0.013127,0.488447,-0.032429,-0.183343,-0.782513,-0.240598,-0.506374,-2.887129
0.356650,0.026564,0.481605,0.055057,-0.442566,-0.526935,-0.061185,-0.491913,-3.034790,0.529056,0.005380,0.457149,-0.042957,0.186474,-1.117155,-0.246425,-0.542572,-2.887498,1,0.445432,0.015655,0.469011,-0.011089,-0.101421,-0.804994,-0.178542,-0.560960,-2.944461,-4.895997,M,right,0.445432,0.025655,0.469011,0.032274,-0.101614,-0.803124,-0.097438,-0.557927,-3.008528
0.299071,0.014612,0.461747,-0.078418,-0.655196,-0.329148,-0.342355,-0.499596,-2.800496,0.497155,0.038014,0.444878,0.070759,0.105285,-0.968170,-0.023592,-0.597917,-3.067494,1,0.400522,0.026597,0.453107,0.047851,-0.227339,-0.623525,-0.062889,-0.610675,-3.037989,-28.957860,S,right,0.400522,0.036597,0.453107,0.098357,-0.224844,-0.625694,0.024689,-0.610276,-3.104171
0.338364,0.029200,0.491044,0.092177,-0.530630,-0.490120,0.018800,-0.439996,-3.101630,0.545712,0.021366,0.450482,0.008058,0.246650,-1.174926,-0.148192,-0.536918,-2.966374,1,0.461939,0.024531,0.466870,0.025595,-0.043887,-0.860286,-0.109827,-0.559033,-2.998792,-40.031799,S,right,0.461939,0.034531,0.466870,0.066193,-0.042651,-0.860873,-0.033686,-0.557395,-3.058910
0.286175,0.027165,0.521633,0.055768,-0.794114,-0.419594,-0.114806,-0.248499,-2.977347,0.538398,-0.004976,0.478069,-0.084022,0.193408,-1.196988,-0.366112,-0.483181,-2.777023,1,0.414141,0.010858,0.499531,-0.055946,-0.250471,-0.754212,-0.308676,-0.474301,-2.824726,-36.303706,S,right,0.414141,0.020858,0.499531,0.001063,-0.253074,-0.746784,-0.184083,-0.467261,-2.930011
0.327223,0.012090,0.463548,-0.064422,-0.530928,-0.412416,-0.292669,-0.534968,-2.848453,0.511965,0.033414,0.525322,0.039757,0.051926,-1.149949,-0.123760,-0.365103,-2.974754,1,0.397996,0.020259,0.487213,0.003526,-0.294221,-0.670620,-0.167246,-0.501381,-2.947486,16.460519,L,right,0.397996,0.030259,0.487213,0.064062,-0.293706,-0.669017,-0.041719,-0.498303,-3.051086
0.353332,0.031375,0.469823,0.096314,-0.434561,-0.496489,0.023983,-0.529749,-3.104859,0.513321,0.038508,0.495180,0.065854,0.087043,-1.101822,-0.042077,-0.446229,-3.049577,1,0.424761,0.034560,0.481144,0.077814,-0.189033,-0.749705,-0.012571,-0.521975,-3.075315,34.545351,M,right,0.424761,0.044560,0.481144,0.127754,-0.185297,-0.754011,0.086917,-0.522904,3.127159
0.362573,0.017734,0.510251,-0.051350,-0.454903,-0.613484,-0.341274,-0.412659,-2.786060,0.546876,0.035372,0.463584,0.049933,0.233460,-1.196158,-0.071049,-0.498980,-3.026893,1,0.485141,0.029464,0.479216,0.039393,0.014005,-0.965420,-0.091002,-0.510923,-3.011040,34.247248,L,right,0.485141,0.039464,0.479216,0.078487,0.015721,-0.966807,-0.011477,-0.509622,-3.076120
0.376910,0.019614,0.438094,0.017979,-0.281985,-0.523578,-0.107665,-0.657684,-3.007523,0.571742,-0.011052,0.504200,-0.120667,0.286740,-1.419655,-0.573199,-0.381885,-2.568844,1,0.467476,0.005359,0.468823,-0.051448,-0.026711,-0.889996,-0.256571,-0.557790,-2.881609,22.129665,S,right,0.467476,0.015359,0.468823,-0.012051,-0.028518,-0.885507,-0.182525,-0.553608,-2.940465
0.324699,0.013372,0.457983,-0.048143,-0.532270,-0.392409,-0.253711,-0.549411,-2.882618,0.496257,0.031277,0.480927,0.043970,0.047932,-1.011066,-0.083471,-0.498923,-3.016630,1,0.398360,0.021060,0.467834,0.015894,-0.262252,-0.638548,-0.127230,-0.563281,-2.985346,32.438668,S,right,0.398360,0.031060,0.467834,0.070347,-0.261112,-0.638463,-0.025721,-0.561246,-3.065264
0.335331,0.029328,0.497374,0.099423,-0.551866,-0.494323,0.037764,-0.414722,-3.118382,0.531930,-0.018563,0.483305,-0.131534,0.173432,-1.193944,-0.474506,-0.484156,-2.683097,1,0.396161,0.014510,0.493021,-0.035424,-0.307803,-0.679262,-0.256346,-0.486426,-2.871130,-22.058919,S,right,0.396161,0.024510,0.493021,0.027181,-0.309339,-0.673831,-0.122689,-0.480419,-2.982912
